ts,x,y,z,rx,ry,rz,rw
63755672388311,0.0458231,1.581873,-0.5189985,0.01249824,0.03063533,-0.01173162,0.9993836
63755672388325,0.04467392,1.581704,-0.5243389,0.01212913,0.03107714,-0.0115821,0.9993763
63755672388339,0.04373753,1.581506,-0.5289842,0.01204376,0.03142108,-0.01085292,0.9993747
63755672388353,0.04263115,1.581317,-0.5342858,0.01199166,0.03175791,-0.009874627,0.9993749
63755672388366,0.04177082,1.58135,-0.5384018,0.01164534,0.03187446,-0.009500451,0.9993789
63755672388380,0.04062259,1.581338,-0.5433964,0.009878435,0.03194267,-0.00892691,0.999401
63755672388394,0.03957057,1.581282,-0.5481113,0.008177146,0.03185476,-0.008517243,0.9994228
63755672388408,0.03869855,1.581321,-0.5520791,0.007068214,0.03172233,-0.007955973,0.9994401
63755672388422,0.03775489,1.58126,-0.5560202,0.005643001,0.03167317,-0.007494515,0.9994543
63755672388436,0.0363791,1.581044,-0.5614377,0.00387238,0.03156791,-0.007609034,0.9994652
63755672388450,0.03525388,1.580904,-0.5658977,0.003082727,0.03151132,-0.007958453,0.999467
63755672388464,0.03433001,1.580767,-0.5696487,0.002705628,0.03153604,-0.008175373,0.9994655
63755672388477,0.03360784,1.580673,-0.5727839,0.002530677,0.03154577,-0.008048004,0.9994667
63755672388491,0.03230238,1.580478,-0.5784569,0.002079427,0.03148905,-0.007321444,0.9994751
63755672388505,0.03135669,1.580297,-0.5829256,0.001511886,0.03140285,-0.006554075,0.9994842
63755672388519,0.03030598,1.579993,-0.5878001,0.0008986602,0.03133396,-0.005945161,0.9994909
63755672388533,0.02930462,1.579642,-0.5921632,0.0007559384,0.03122158,-0.006005753,0.9994942
63755672388547,0.02850592,1.579366,-0.5955764,0.0007208181,0.03128819,-0.006039194,0.9994919
63755672388561,0.02770507,1.579012,-0.5990439,0.0006854541,0.03127931,-0.006063799,0.999492
63755672388575,0.02639973,1.578284,-0.6049259,0.0008279633,0.03158503,-0.00631175,0.9994808
63755672388589,0.02556133,1.577869,-0.608395,0.0009422457,0.03211894,-0.006478371,0.9994626
63755672388603,0.02454603,1.577347,-0.6126211,0.0005615334,0.03251895,-0.006436048,0.9994503
63755672388617,0.02391088,1.576932,-0.6153867,0.0001987832,0.0330047,-0.006380646,0.9994348
63755672388631,0.02294767,1.576368,-0.6195893,-0.0001253189,0.03357543,-0.006213536,0.9994169
63755672388644,0.02154469,1.575391,-0.6256968,-0.0004573439,0.03469405,-0.006278086,0.9993782
63755672388658,0.02065146,1.574675,-0.6297773,-0.0004133706,0.03532533,-0.006448354,0.999355
63755672388672,0.01984537,1.57417,-0.633456,-0.0003728495,0.0359182,-0.006530071,0.9993334
63755672388686,0.01891756,1.573556,-0.6375648,-0.001300943,0.03670239,-0.006481568,0.9993044
63755672388700,0.01803887,1.572953,-0.6414272,-0.00242433,0.03734434,-0.00628283,0.9992798
63755672388714,0.01713777,1.572359,-0.6453777,-0.003461998,0.03783807,-0.006256793,0.9992583
63755672388728,0.01637959,1.571855,-0.6486946,-0.004295892,0.03825514,-0.006094982,0.9992402
63755672388742,0.01543307,1.571173,-0.6530203,-0.005195359,0.03874437,-0.005829024,0.9992186
63755672388756,0.01463115,1.570662,-0.6569549,-0.005879038,0.03907334,-0.005477458,0.999204
63755672388769,0.01396966,1.570177,-0.6602621,-0.006661659,0.03937332,-0.004958205,0.9991901
63755672388784,0.01317632,1.569647,-0.6641732,-0.007751419,0.03966956,-0.004163919,0.9991741
63755672388798,0.0124284,1.569206,-0.6678749,-0.009114346,0.03995138,-0.003061958,0.9991554
63755672388812,0.01179671,1.568818,-0.670884,-0.01063651,0.04019766,-0.00257804,0.9991318
63755672388826,0.01102865,1.568471,-0.674745,-0.01239095,0.04032626,-0.002497735,0.9991066
63755672388839,0.01035523,1.568154,-0.678291,-0.0146078,0.04046662,-0.002562192,0.9990708
63755672388853,0.00971818,1.567892,-0.6817382,-0.01697268,0.04066985,-0.002587575,0.9990251
63755672388867,0.009210348,1.567591,-0.6846269,-0.01930392,0.04080058,-0.002346332,0.9989781
63755672388880,0.008698463,1.567199,-0.6877267,-0.02148035,0.0409958,-0.001788805,0.9989268
63755672388895,0.008305073,1.566896,-0.6903401,-0.02283082,0.04109504,-0.001048843,0.9988938
63755672388909,0.007895589,1.566606,-0.693036,-0.02423265,0.04120551,-0.0005125297,0.9988567
63755672388922,0.007598042,1.566381,-0.6951344,-0.0254983,0.04132991,-0.0001500856,0.9988201
63755672388937,0.00732708,1.566123,-0.6972806,-0.02672669,0.04142502,0.0001550727,0.9987841
63755672388951,0.007181168,1.56595,-0.6986108,-0.0274135,0.04143184,0.0002929896,0.9987652
63755672388964,0.007069468,1.565817,-0.7000322,-0.02825931,0.0413785,5.513184E-05,0.9987438
63755672388978,0.007000089,1.56555,-0.7019808,-0.02950431,0.04127676,-0.0001718294,0.998712
63755672388992,0.007051349,1.565301,-0.7031122,-0.02987375,0.04122975,-0.0003228151,0.9987029
63755672389006,0.007198691,1.565105,-0.7038603,-0.02977727,0.04118947,-0.0003260336,0.9987075
63755672389020,0.007436991,1.56491,-0.7045979,-0.02932319,0.04134161,-0.0005128707,0.9987146
63755672389033,0.007680893,1.564859,-0.7049856,-0.02872675,0.04150007,-0.0007202725,0.9987252
63755672389047,0.00803113,1.564902,-0.7052397,-0.02824169,0.04163347,-0.0006117363,0.9987336
63755672389061,0.008408546,1.565042,-0.705206,-0.02828082,0.04177168,-0.0005019667,0.9987267
63755672389075,0.008865714,1.565236,-0.705066,-0.02851875,0.04186172,-0.0001675803,0.9987163
63755672389089,0.009166718,1.565382,-0.704873,-0.02885758,0.04201926,-2.815766E-05,0.9987
63755672389103,0.009823203,1.565683,-0.7041787,-0.02970445,0.04229915,4.825008E-05,0.9986633
63755672389117,0.01016021,1.565807,-0.7037716,-0.02986697,0.04251212,-0.0003729243,0.9986494
63755672389131,0.01081812,1.56596,-0.7028052,-0.0295707,0.043238,-0.002006973,0.9986251
63755672389145,0.01117063,1.566075,-0.702264,-0.02917664,0.04369193,-0.002965367,0.9986145
63755672389159,0.01180339,1.566369,-0.7009753,-0.02871717,0.04503637,-0.00476318,0.9985611
63755672389173,0.01209617,1.56653,-0.7003137,-0.02879428,0.04575954,-0.005514262,0.9985222
63755672389187,0.01266003,1.5669,-0.6989852,-0.02892904,0.04711721,-0.00667658,0.9984481
63755672389201,0.01341045,1.567163,-0.6966105,-0.02934728,0.04912644,-0.008250027,0.9983273
63755672389214,0.01386213,1.567263,-0.6948731,-0.02950807,0.05010617,-0.009212298,0.9982654
63755672389228,0.01423144,1.56755,-0.6932517,-0.02956412,0.0507857,-0.01009466,0.9982209
63755672389242,0.01463103,1.568069,-0.6909248,-0.03021266,0.05147837,-0.0106026,0.9981607
63755672389256,0.01497269,1.568328,-0.6888277,-0.0312145,0.05200499,-0.01096107,0.9980987
63755672389271,0.01538408,1.56867,-0.6865613,-0.03117183,0.05257004,-0.01188963,0.9980598
63755672389284,0.0157609,1.56888,-0.6842459,-0.03070868,0.05324481,-0.01350072,0.9980179
63755672389298,0.01593101,1.56894,-0.6828571,-0.0303011,0.05387515,-0.01467367,0.99798
63755672389312,0.01630187,1.56917,-0.6793739,-0.02800439,0.05505539,-0.01718416,0.9979426
